No.,Loop,BestPrice
1,4949,4101.47
2,1383,4101.47
3,652,4101.47
4,2684,4101.47
5,2804,4101.47
6,4021,4101.47
7,1668,4101.47
8,2385,4101.47
9,3478,4111.90
10,3571,4101.47
11,1878,4101.47
12,1350,4101.47
13,4352,4141.75
14,3209,4111.90
15,1039,4101.47
16,2190,4141.75
17,648,4101.47
18,2117,4101.47
19,1440,4101.47
20,1933,4101.47
21,4780,4101.47
22,3987,4101.47
23,1223,4112.85
24,531,4101.47
25,410,4101.47
26,4063,4112.85
27,1067,4101.47
28,1401,4101.47
29,3757,4112.85
30,1409,4101.47
