No.,Loop,BestPrice
1,4949,3975.51
2,888,3975.51
3,652,3975.51
4,2684,3975.51
5,2804,3975.51
6,392,3975.51
7,1668,3975.51
8,2385,3975.51
9,1314,3975.51
10,3571,3975.51
11,1522,3975.51
12,2751,3975.51
13,2066,3975.51
14,3209,3985.94
15,1039,3975.51
16,2190,4015.79
17,648,3975.51
18,2117,3975.51
19,1440,3975.51
20,1933,3975.51
21,4780,3975.51
22,3987,3975.51
23,3895,4045.17
24,531,3975.51
25,410,3975.51
26,4063,3986.89
27,1123,3975.51
28,1401,3975.51
29,3757,3986.89
30,1409,3975.51
