No.,Loop,BestPrice
1,3710,5892.32
2,1189,5845.42
3,2101,5892.32
4,2015,5833.87
5,1662,5816.99
6,2174,5816.99
7,1264,5916.80
8,2948,5833.87
9,3883,5863.88
10,4649,5925.74
11,4631,5833.87
12,4243,5816.99
13,772,5868.62
14,2441,5833.87
15,3476,5881.26
16,3078,5864.38
17,2325,5833.87
18,2626,5816.99
19,3137,5862.30
20,4061,5911.27
21,2844,5863.88
22,712,5845.42
23,2776,5915.75
24,4057,5833.87
25,2164,5862.30
26,3979,5833.87
27,3284,5916.50
28,429,5864.38
29,3446,5833.87
30,4774,5863.88
