No.,Loop,BestPrice
1,938,5676.70
2,1391,5705.13
3,341,5659.82
4,387,5659.82
5,358,5676.70
6,1283,5659.82
7,332,5705.13
8,345,5688.25
9,413,5688.25
10,850,5676.70
11,382,5659.82
12,876,5659.82
13,275,5659.82
14,696,5659.82
15,1132,5688.25
16,2587,5747.88
17,169,5676.70
18,1249,5659.82
19,1041,5688.25
20,266,5688.25
21,219,5705.13
22,840,5705.13
23,390,5747.88
24,612,5659.82
25,1212,5659.82
26,2254,5901.10
27,234,5676.70
28,1249,5676.70
29,67,5659.82
30,182,5659.82
