No.,Loop,BestPrice
1,128,3034.36
2,30,3034.36
3,169,3034.36
4,236,3034.36
5,119,3034.36
6,75,3034.36
7,100,3034.36
8,99,3034.36
9,32,3034.36
10,76,3034.36
11,72,3034.36
12,65,3034.36
13,83,3034.36
14,107,3034.36
15,23,3034.36
16,31,3034.36
17,18,3034.36
18,41,3034.36
19,69,3034.36
20,31,3034.36
21,25,3034.36
22,166,3034.36
23,34,3034.36
24,57,3034.36
25,248,3034.36
26,144,3034.36
27,63,3034.36
28,66,3034.36
29,63,3034.36
30,76,3034.36
