No.,Loop,BestPrice
1,128,2849.23
2,30,2849.23
3,169,2849.23
4,236,2849.23
5,119,2849.23
6,75,2849.23
7,46,2849.23
8,99,2849.23
9,32,2849.23
10,76,2849.23
11,72,2849.23
12,65,2849.23
13,83,2849.23
14,107,2849.23
15,23,2849.23
16,31,2849.23
17,18,2849.23
18,41,2849.23
19,69,2849.23
20,31,2849.23
21,25,2849.23
22,166,2849.23
23,73,2849.23
24,57,2849.23
25,248,2849.23
26,144,2849.23
27,63,2849.23
28,66,2849.23
29,63,2849.23
30,76,2849.23
