No.,Loop,BestPrice
1,66,3034.36
2,89,3034.36
3,89,3034.36
4,65,3034.36
5,60,3034.36
6,39,3034.36
7,125,3034.36
8,79,3034.36
9,26,3034.36
10,95,3034.36
11,69,3034.36
12,96,3034.36
13,76,3034.36
14,48,3034.36
15,69,3034.36
16,114,3034.36
17,32,3034.36
18,62,3034.36
19,118,3034.36
20,74,3034.36
21,92,3034.36
22,43,3034.36
23,64,3034.36
24,93,3034.36
25,140,3034.36
26,30,3034.36
27,102,3034.36
28,40,3034.36
29,53,3034.36
30,62,3034.36
