No.,Loop,BestPrice
1,796,5659.82
2,305,5705.13
3,486,5688.25
4,1884,5705.13
5,1650,5676.70
6,215,5934.69
7,505,5659.82
8,964,5676.70
9,1306,5659.82
10,1680,5659.82
11,406,5688.25
12,571,5676.70
13,415,5688.25
14,2691,5747.88
15,1352,5659.82
16,1204,5659.82
17,1110,5770.00
18,995,5705.13
19,107,5659.82
20,271,5659.82
21,1163,5688.25
22,2189,5688.25
23,823,5676.70
24,366,5676.70
25,1255,5676.70
26,2560,5659.82
27,241,5659.82
28,862,5676.70
29,527,5676.70
30,425,5688.25
