No.,Loop,BestPrice
1,155,2942.29
2,92,2942.29
3,34,3102.08
4,116,2942.29
5,134,2942.29
6,74,2942.29
7,41,2942.29
8,59,2942.29
9,79,2942.29
10,80,2942.29
11,80,2942.29
12,158,2942.29
13,85,2942.29
14,215,2942.29
15,70,2942.29
16,140,2942.29
17,68,2942.29
18,39,2942.29
19,109,2942.29
20,61,2942.29
21,29,2942.29
22,68,2942.29
23,102,2942.29
24,80,2942.29
25,104,2942.29
26,148,2942.29
27,83,2942.29
28,201,2942.29
29,92,2942.29
30,21,2942.29
