No.,Loop,BestPrice
1,2424,4239.36
2,1737,4226.09
3,3985,4236.52
4,2491,4250.73
5,1599,4226.09
6,1687,4226.09
7,1527,4226.09
8,1371,4226.09
9,1290,4239.36
10,3433,4226.09
11,4388,4226.09
12,488,4226.09
13,3927,4255.47
14,2831,4226.09
15,261,4226.09
16,919,4226.09
17,1058,4226.09
18,1550,4236.52
19,3020,4255.47
20,1460,4295.75
21,1721,4226.09
22,2810,4226.09
23,3956,4236.52
24,186,4226.09
25,3675,4226.09
26,3119,4226.09
27,3033,4255.47
28,1280,4274.66
29,4138,4226.09
30,2144,4226.09
