No.,Loop,BestPrice
1,10556,5546.27
2,2554,5517.84
3,4006,5517.84
4,4108,5546.27
5,19095,5459.80
6,2592,5529.39
7,8210,5459.80
8,5824,5500.96
9,18575,5459.80
10,2539,5546.27
11,14020,5459.80
12,6911,5529.39
13,7707,5517.84
14,10664,5546.27
15,5849,5517.84
16,16003,5529.39
17,3231,5517.84
18,2835,5546.27
19,6885,5459.80
20,6543,5546.27
21,8965,5529.39
22,1040,5500.96
23,2909,5500.96
24,13223,5459.80
25,7767,5529.39
26,8685,5500.96
27,6892,5546.27
28,4762,5500.96
29,3385,5500.96
30,7060,5529.39
